year,species,site,plot,trt,treatment,pods,cover0,arsincover0,cover3,arsincover3,cover5,arsincover5
2011,POGR,Botany,258,6,Roundup 0.2,48.0,8.0,0.2867565522115484,,,10.0,0.32175055439664224
2011,POGR,Botany,326,2,No Spray,83.0,7.0,0.2677633271571939,,,3.0,0.17408301063648043
2011,POGR,Botany,252,3,Banvel 0.1,69.0,4.0,0.20135792079033082,,,6.0,0.24746706317044773
2011,POGR,Botany,354,7,Rdup+Bnvl 0.1,9.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,POGR,Botany,363,5,Roundup 0.1,2.0,6.0,0.24746706317044773,,,5.5,0.2367255786360331
2011,POGR,Botany,264,5,Roundup 0.1,5.0,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,POGR,Hyslop,64,7,Rdup+Bnvl 0.1,29.0,6.0,0.24746706317044773,,,7.0,0.2677633271571939
2011,POGR,Botany,321,8,Rdup+Bnvl 0.2,10.0,8.0,0.2867565522115484,,,7.0,0.2677633271571939
2011,POGR,Hyslop,168,5,Roundup 0.1,48.0,10.0,0.32175055439664224,,,11.0,0.3380652547803307
2011,POGR,Hyslop,12,4,Banvel 0.2,0.0,6.0,0.24746706317044773,,,5.0,0.2255134058981312
2011,POGR,Hyslop,102,3,Banvel 0.1,0.0,1.5,0.12278275875764601,,,1.0,0.1001674211615598
2011,POGR,Hyslop,188,4,Banvel 0.2,0.0,1.5,0.12278275875764601,,,1.2,0.1097647921249647
2011,POGR,Hyslop,51,6,Roundup 0.2,0.0,2.5,0.15878021464576067,,,1.8,0.13456986643727625
2011,POGR,Hyslop,156,7,Rdup+Bnvl 0.1,0.0,2.0,0.1418970546041639,,,1.8,0.13456986643727625
2011,POGR,Hyslop,180,3,Banvel 0.1,0.0,1.0,0.1001674211615598,,,1.2,0.1097647921249647
2011,POGR,Botany,260,5,Roundup 0.1,0.0,2.5,0.15878021464576067,,,3.0,0.17408301063648043
2011,POGR,Hyslop,181,3,Banvel 0.1,0.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,POGR,Hyslop,13,2,No Spray,0.0,1.2,0.1097647921249647,,,3.0,0.17408301063648043
2011,POGR,Hyslop,60,8,Rdup+Bnvl 0.2,0.0,3.0,0.17408301063648043,,,1.2,0.1097647921249647
2011,POGR,Hyslop,101,7,Rdup+Bnvl 0.1,0.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,POGR,Hyslop,117,5,Roundup 0.1,0.0,3.0,0.17408301063648043,,,2.5,0.15878021464576067
2011,POGR,Hyslop,122,4,Banvel 0.2,0.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2011,POGR,Hyslop,128,4,Banvel 0.2,0.0,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,POGR,Hyslop,171,1,Carrier Control,0.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2011,POGR,Hyslop,173,8,Rdup+Bnvl 0.2,0.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,POGR,Hyslop,174,1,Carrier Control,0.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,POGR,Botany,210,1,Carrier Control,0.0,4.0,0.20135792079033082,,,4.0,0.20135792079033082
2011,POGR,Botany,329,6,Roundup 0.2,0.0,2.0,0.1418970546041639,,,2.5,0.15878021464576067
2011,POGR,Botany,206,8,Rdup+Bnvl 0.2,0.0,7.0,0.2677633271571939,,,3.5,0.1881917411588641
2011,POGR,Botany,297,6,Roundup 0.2,0.0,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2011,POGR,Hyslop,83,4,Banvel 0.2,0.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2011,POGR,Hyslop,111,6,Roundup 0.2,0.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,POGR,Hyslop,143,5,Roundup 0.1,0.0,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2011,POGR,Hyslop,178,4,Banvel 0.2,0.0,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2011,POGR,Hyslop,187,8,Rdup+Bnvl 0.2,0.0,4.0,0.20135792079033082,,,3.5,0.1881917411588641
2011,POGR,Botany,261,3,Banvel 0.1,0.0,4.0,0.20135792079033082,,,8.0,0.2867565522115484
2011,POGR,Botany,301,7,Rdup+Bnvl 0.1,0.0,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2011,POGR,Hyslop,71,6,Roundup 0.2,0.0,5.0,0.2255134058981312,,,2.0,0.1418970546041639
2011,POGR,Hyslop,175,7,Rdup+Bnvl 0.1,0.0,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2011,POGR,Hyslop,63,8,Rdup+Bnvl 0.2,0.0,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,POGR,Hyslop,100,6,Roundup 0.2,0.0,5.0,0.2255134058981312,,,3.5,0.1881917411588641
2011,POGR,Hyslop,169,8,Rdup+Bnvl 0.2,0.0,7.0,0.2677633271571939,,,7.0,0.2677633271571939
2011,POGR,Hyslop,172,5,Roundup 0.1,0.0,5.0,0.2255134058981312,,,5.5,0.2367255786360331
2011,POGR,Hyslop,179,8,Rdup+Bnvl 0.2,0.0,5.0,0.2255134058981312,,,2.2,0.1488732800376366
2011,POGR,Botany,277,8,Rdup+Bnvl 0.2,0.0,8.0,0.2867565522115484,,,5.0,0.2255134058981312
2011,POGR,Botany,302,8,Rdup+Bnvl 0.2,0.0,6.0,0.24746706317044773,,,4.5,0.2137561324724348
2011,POGR,Botany,379,4,Banvel 0.2,0.0,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,POGR,Hyslop,17,2,No Spray,0.0,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,POGR,Hyslop,21,4,Banvel 0.2,0.0,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,POGR,Hyslop,65,4,Banvel 0.2,0.0,7.0,0.2677633271571939,,,2.5,0.15878021464576067
2011,POGR,Hyslop,74,1,Carrier Control,0.0,5.0,0.2255134058981312,,,7.0,0.2677633271571939
2011,POGR,Hyslop,114,1,Carrier Control,0.0,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2011,POGR,Hyslop,123,5,Roundup 0.1,0.0,6.0,0.24746706317044773,,,7.0,0.2677633271571939
2011,POGR,Hyslop,132,8,Rdup+Bnvl 0.2,0.0,4.0,0.20135792079033082,,,4.0,0.20135792079033082
2011,POGR,Botany,203,6,Roundup 0.2,0.0,7.0,0.2677633271571939,,,10.0,0.32175055439664224
2011,POGR,Botany,234,6,Roundup 0.2,0.0,4.0,0.20135792079033082,,,4.0,0.20135792079033082
2011,POGR,Botany,257,7,Rdup+Bnvl 0.1,0.0,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,POGR,Botany,312,7,Rdup+Bnvl 0.1,25.0,0.8,0.0895624074394449,,,5.0,0.2255134058981312
2011,POGR,Botany,319,3,Banvel 0.1,0.0,4.0,0.20135792079033082,,,6.5,0.25779700312304527
2011,POGR,Botany,364,4,Banvel 0.2,0.0,5.0,0.2255134058981312,,,6.0,0.24746706317044773
2011,POGR,Botany,281,8,Rdup+Bnvl 0.2,0.0,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,POGR,Hyslop,106,2,No Spray,0.0,5.0,0.2255134058981312,,,6.0,0.24746706317044773
2011,POGR,Hyslop,121,6,Roundup 0.2,0.0,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2011,POGR,Hyslop,127,3,Banvel 0.1,0.0,7.0,0.2677633271571939,,,5.0,0.2255134058981312
2011,POGR,Hyslop,131,6,Roundup 0.2,0.0,6.0,0.24746706317044773,,,7.0,0.2677633271571939
2011,POGR,Botany,225,1,Carrier Control,0.0,8.0,0.2867565522115484,,,5.5,0.2367255786360331
2011,POGR,Botany,309,7,Rdup+Bnvl 0.1,18.0,8.0,0.2867565522115484,,,8.0,0.2867565522115484
2011,POGR,Hyslop,86,6,Roundup 0.2,0.0,6.0,0.24746706317044773,,,7.0,0.2677633271571939
2011,POGR,Botany,275,6,Roundup 0.2,0.0,7.0,0.2677633271571939,,,10.0,0.32175055439664224
2011,POGR,Botany,369,6,Roundup 0.2,0.0,7.0,0.2677633271571939,,,8.0,0.2867565522115484
2011,POGR,Botany,380,2,No Spray,0.0,5.0,0.2255134058981312,,,8.0,0.2867565522115484
2011,POGR,Botany,331,5,Roundup 0.1,0.0,6.0,0.24746706317044773,,,8.0,0.2867565522115484
2011,POGR,Botany,237,7,Rdup+Bnvl 0.1,0.0,7.0,0.2677633271571939,,,7.0,0.2677633271571939
2011,POGR,Hyslop,116,2,No Spray,0.0,10.0,0.32175055439664224,,,11.0,0.3380652547803307
2010,PRVU,Botany,206,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,224,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,297,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,303,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,306,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,326,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,331,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,351,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,352,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,354,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,355,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,362,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,371,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,375,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,384,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,400,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,287,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,305,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,318,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,329,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,335,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Hyslop,143,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Hyslop,101,3,Banvel 0.01,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Hyslop,124,1,Carrier Control,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Botany,258,1,Carrier Control,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Botany,334,4,Banvel 0.1,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Botany,315,4,Banvel 0.1,,5.0,0.2255134058981312,,,2.0,0.1418970546041639
2010,PRVU,Botany,374,8,Rdup/Bnvl 0.1,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2010,PRVU,Botany,302,3,Banvel 0.01,,4.0,0.20135792079033082,,,2.0,0.1418970546041639
2010,PRVU,Hyslop,104,8,Rdup/Bnvl 0.1,,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,83,8,Rdup/Bnvl 0.1,,8.0,0.2867565522115484,,,7.0,0.2677633271571939
2010,PRVU,Hyslop,111,8,Rdup/Bnvl 0.1,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,PRVU,Botany,261,4,Banvel 0.1,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,185,4,Banvel 0.1,,5.0,0.2255134058981312,,,4.0,0.20135792079033082
2010,PRVU,Hyslop,72,3,Banvel 0.01,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2010,PRVU,Botany,379,2,No Spray,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Botany,382,8,Rdup/Bnvl 0.1,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2010,PRVU,Hyslop,146,2,No Spray,,1.0,0.1001674211615598,,,3.0,0.17408301063648043
2010,PRVU,Hyslop,93,8,Rdup/Bnvl 0.1,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,PRVU,Botany,330,2,No Spray,,1.0,0.1001674211615598,,,3.0,0.17408301063648043
2010,PRVU,Botany,281,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,353,1,Carrier Control,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2010,PRVU,Botany,274,3,Banvel 0.01,,2.0,0.1418970546041639,,,3.0,0.17408301063648043
2010,PRVU,Botany,381,8,Rdup/Bnvl 0.1,,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2010,PRVU,Botany,328,2,No Spray,,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,PRVU,Hyslop,141,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,311,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,388,3,Banvel 0.01,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2010,PRVU,Botany,380,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Botany,314,3,Banvel 0.01,,7.0,0.2677633271571939,,,2.0,0.1418970546041639
2010,PRVU,Botany,356,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,265,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,300,2,No Spray,,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,PRVU,Botany,324,5,Roundup 0.01,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2010,PRVU,Botany,260,2,No Spray,,4.0,0.20135792079033082,,,1.0,0.1001674211615598
2010,PRVU,Hyslop,49,8,Rdup/Bnvl 0.1,,15.0,0.3976994150920718,,,3.0,0.17408301063648043
2010,PRVU,Hyslop,126,7,Rdup/Bnvl 0.01,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2010,PRVU,Botany,210,4,Banvel 0.1,,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2010,PRVU,Botany,217,6,Roundup 0.1,,5.0,0.2255134058981312,,,6.0,0.24746706317044773
2010,PRVU,Botany,275,4,Banvel 0.1,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2010,PRVU,Hyslop,12,7,Rdup/Bnvl 0.01,,7.0,0.2677633271571939,,,5.0,0.2255134058981312
2010,PRVU,Botany,360,8,Rdup/Bnvl 0.1,,6.0,0.24746706317044773,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,198,8,Rdup/Bnvl 0.1,,10.0,0.32175055439664224,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,73,2,No Spray,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2010,PRVU,Hyslop,144,5,Roundup 0.01,,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,147,8,Rdup/Bnvl 0.1,,4.0,0.20135792079033082,,,6.0,0.24746706317044773
2010,PRVU,Botany,377,4,Banvel 0.1,,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2010,PRVU,Hyslop,193,3,Banvel 0.01,,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,PRVU,Hyslop,186,4,Banvel 0.1,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,110,4,Banvel 0.1,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2010,PRVU,Hyslop,115,6,Roundup 0.1,,12.0,0.3537416058896715,,,9.0,0.3046926540153975
2010,PRVU,Botany,368,5,Roundup 0.01,,8.0,0.2867565522115484,,,7.0,0.2677633271571939
2010,PRVU,Botany,278,4,Banvel 0.1,,4.0,0.20135792079033082,,,2.0,0.1418970546041639
2010,PRVU,Hyslop,113,4,Banvel 0.1,,7.0,0.2677633271571939,,,6.0,0.24746706317044773
2010,PRVU,Hyslop,200,6,Roundup 0.1,,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2010,PRVU,Hyslop,51,4,Banvel 0.1,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2010,PRVU,Hyslop,138,1,Carrier Control,,4.0,0.20135792079033082,,,6.0,0.24746706317044773
2010,PRVU,Botany,361,8,Rdup/Bnvl 0.1,,10.0,0.32175055439664224,,,7.0,0.2677633271571939
2010,PRVU,Hyslop,135,6,Roundup 0.1,,9.0,0.3046926540153975,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,62,4,Banvel 0.1,,9.0,0.3046926540153975,,,8.0,0.2867565522115484
2010,PRVU,Hyslop,121,7,Rdup/Bnvl 0.01,,7.0,0.2677633271571939,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,85,6,Roundup 0.1,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,21,4,Banvel 0.1,,7.0,0.2677633271571939,,,4.0,0.20135792079033082
2010,PRVU,Hyslop,102,1,Carrier Control,,6.0,0.24746706317044773,,,4.0,0.20135792079033082
2010,PRVU,Hyslop,100,7,Rdup/Bnvl 0.01,,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,125,8,Rdup/Bnvl 0.1,,20.0,0.46364760900080615,,,27.0,0.5464005641379722
2010,PRVU,Hyslop,36,7,Rdup/Bnvl 0.01,,9.0,0.3046926540153975,,,7.0,0.2677633271571939
2010,PRVU,Botany,365,5,Roundup 0.01,,7.0,0.2677633271571939,,,5.0,0.2255134058981312
2010,PRVU,Hyslop,4,6,Roundup 0.1,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2010,PRVU,Hyslop,142,1,Carrier Control,,7.0,0.2677633271571939,,,4.0,0.20135792079033082
2010,PRVU,Hyslop,29,2,No Spray,,7.0,0.2677633271571939,,,7.0,0.2677633271571939
2010,PRVU,Hyslop,164,1,Carrier Control,,11.0,0.3380652547803307,,,10.0,0.32175055439664224
2010,PRVU,Hyslop,199,5,Roundup 0.01,,10.0,0.32175055439664224,,,12.0,0.3537416058896715
2010,PRVU,Hyslop,163,6,Roundup 0.1,,9.0,0.3046926540153975,,,8.0,0.2867565522115484
2010,PRVU,Hyslop,71,4,Banvel 0.1,,12.0,0.3537416058896715,,,18.0,0.4381490305841703
2010,PRVU,Hyslop,39,7,Rdup/Bnvl 0.01,,8.0,0.2867565522115484,,,7.0,0.2677633271571939
2010,PRVU,Hyslop,106,3,Banvel 0.01,,12.0,0.3537416058896715,,,8.0,0.2867565522115484
2010,PRVU,Hyslop,103,5,Roundup 0.01,,10.0,0.32175055439664224,,,9.0,0.3046926540153975
2010,PRVU,Hyslop,105,1,Carrier Control,,4.0,0.20135792079033082,,,11.0,0.3380652547803307
2010,PRVU,Hyslop,17,3,Banvel 0.01,,11.0,0.3380652547803307,,,13.0,0.36886298422662445
2010,PRVU,Hyslop,13,5,Roundup 0.01,,8.0,0.2867565522115484,,,7.0,0.2677633271571939
2010,PRVU,Hyslop,128,6,Roundup 0.1,,11.0,0.3380652547803307,,,15.0,0.3976994150920718
2010,PRVU,Hyslop,177,5,Roundup 0.01,,9.0,0.3046926540153975,,,8.0,0.2867565522115484
2010,PRVU,Hyslop,132,1,Carrier Control,,11.0,0.3380652547803307,,,14.0,0.38349700393093333
2010,PRVU,Hyslop,79,3,Banvel 0.01,,14.0,0.38349700393093333,,,14.0,0.38349700393093333
2010,PRVU,Hyslop,40,3,Banvel 0.01,,7.0,0.2677633271571939,,,8.0,0.2867565522115484
2010,PRVU,Hyslop,41,2,No Spray,,9.0,0.3046926540153975,,,7.0,0.2677633271571939
2010,PRVU,Hyslop,70,2,No Spray,,18.0,0.4381490305841703,,,8.0,0.2867565522115484
2010,PRVU,Hyslop,92,2,No Spray,,10.0,0.32175055439664224,,,20.0,0.46364760900080615
2010,PRVU,Hyslop,181,5,Roundup 0.01,,11.0,0.3380652547803307,,,8.0,0.2867565522115484
2010,PRVU,Hyslop,188,5,Roundup 0.01,,20.0,0.46364760900080615,,,14.0,0.38349700393093333
2010,PRVU,Hyslop,107,3,Banvel 0.01,,20.0,0.46364760900080615,,,30.0,0.5796397403637042
2010,PRVU,Hyslop,187,2,No Spray,,16.0,0.411516846067488,,,17.0,0.4249887829624035
2010,PRVU,Hyslop,170,6,Roundup 0.1,,10.0,0.32175055439664224,,,11.0,0.3380652547803307
2010,PRVU,Hyslop,15,1,Carrier Control,,15.0,0.3976994150920718,,,9.0,0.3046926540153975
2010,PRVU,Hyslop,114,2,No Spray,,13.0,0.36886298422662445,,,12.0,0.3537416058896715
2010,PRVU,Hyslop,179,5,Roundup 0.01,,15.0,0.3976994150920718,,,13.0,0.36886298422662445
2010,PRVU,Botany,225,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,PRVU,Botany,255,6,Roundup 0.1,,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,PRVU,Botany,301,5,Roundup 0.01,,,,,,,
2010,PRVU,Botany,304,6,Roundup 0.1,,,,,,,
2010,PRVU,Botany,321,1,Carrier Control,,,,,,,
2010,PRVU,Botany,325,6,Roundup 0.1,,,,,,,
2010,PRVU,Botany,341,8,Rdup/Bnvl 0.1,,,,,,,
2010,PRVU,Botany,347,8,Rdup/Bnvl 0.1,,,,,,,
2010,PRVU,Botany,363,1,Carrier Control,,,,,,,
2010,PRVU,Botany,364,6,Roundup 0.1,,,,,,,
2010,PRVU,Botany,399,8,Rdup/Bnvl 0.1,,,,,,,
2011,PRVU,Hyslop,2,6,Roundup 0.2,,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2011,PRVU,Hyslop,6,1,Carrier Control,,5.0,0.2255134058981312,,,8.0,0.2867565522115484
2011,PRVU,Hyslop,12,4,Banvel 0.2,,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2011,PRVU,Hyslop,13,2,No Spray,,2.0,0.1418970546041639,,,1.5,0.12278275875764601
2011,PRVU,Hyslop,17,2,No Spray,,5.0,0.2255134058981312,,,3.0,0.17408301063648043
2011,PRVU,Hyslop,21,4,Banvel 0.2,,10.0,0.32175055439664224,,,7.0,0.2677633271571939
2011,PRVU,Hyslop,26,5,Roundup 0.1,,5.0,0.2255134058981312,,,3.0,0.17408301063648043
2011,PRVU,Hyslop,31,1,Carrier Control,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,PRVU,Hyslop,51,6,Roundup 0.2,,10.0,0.32175055439664224,,,8.0,0.2867565522115484
2011,PRVU,Hyslop,57,1,Carrier Control,,1.0,0.1001674211615598,,,0.4,0.06328779298136195
2011,PRVU,Hyslop,60,8,Rdup+Bnvl 0.2,,3.0,0.17408301063648043,,,2.5,0.15878021464576067
2011,PRVU,Hyslop,63,8,Rdup+Bnvl 0.2,,3.0,0.17408301063648043,,,3.0,0.17408301063648043
2011,PRVU,Hyslop,64,7,Rdup+Bnvl 0.1,,6.0,0.24746706317044773,,,3.0,0.17408301063648043
2011,PRVU,Hyslop,65,4,Banvel 0.2,,6.0,0.24746706317044773,,,6.0,0.24746706317044773
2011,PRVU,Hyslop,71,6,Roundup 0.2,,7.0,0.2677633271571939,,,8.0,0.2867565522115484
2011,PRVU,Hyslop,74,1,Carrier Control,,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2011,PRVU,Hyslop,75,3,Banvel 0.1,,7.0,0.2677633271571939,,,6.0,0.24746706317044773
2011,PRVU,Hyslop,80,3,Banvel 0.1,,1.7,0.13075632458015415,,,0.8,0.0895624074394449
2011,PRVU,Hyslop,81,3,Banvel 0.1,,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2011,PRVU,Hyslop,82,2,No Spray,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,PRVU,Hyslop,83,4,Banvel 0.2,,8.0,0.2867565522115484,,,8.0,0.2867565522115484
2011,PRVU,Hyslop,86,6,Roundup 0.2,,2.0,0.1418970546041639,,,2.5,0.15878021464576067
2011,PRVU,Hyslop,91,8,Rdup+Bnvl 0.2,,2.5,0.15878021464576067,,,2.0,0.1418970546041639
2011,PRVU,Hyslop,93,7,Rdup+Bnvl 0.1,,4.0,0.20135792079033082,,,5.0,0.2255134058981312
2011,PRVU,Hyslop,96,7,Rdup+Bnvl 0.1,,6.0,0.24746706317044773,,,6.5,0.25779700312304527
2011,PRVU,Hyslop,100,6,Roundup 0.2,,6.0,0.24746706317044773,,,7.0,0.2677633271571939
2011,PRVU,Hyslop,101,7,Rdup+Bnvl 0.1,,2.0,0.1418970546041639,,,2.5,0.15878021464576067
2011,PRVU,Hyslop,102,3,Banvel 0.1,,1.5,0.12278275875764601,,,1.7,0.13075632458015415
2011,PRVU,Hyslop,106,2,No Spray,,8.0,0.2867565522115484,,,12.0,0.3537416058896715
2011,PRVU,Hyslop,107,5,Roundup 0.1,,11.0,0.3380652547803307,,,12.0,0.3537416058896715
2011,PRVU,Hyslop,111,6,Roundup 0.2,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2011,PRVU,Hyslop,113,2,No Spray,,10.0,0.32175055439664224,,,4.0,0.20135792079033082
2011,PRVU,Hyslop,114,1,Carrier Control,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,PRVU,Hyslop,116,2,No Spray,,5.0,0.2255134058981312,,,7.0,0.2677633271571939
2011,PRVU,Hyslop,117,5,Roundup 0.1,,5.0,0.2255134058981312,,,2.5,0.15878021464576067
2011,PRVU,Hyslop,121,6,Roundup 0.2,,7.0,0.2677633271571939,,,7.0,0.2677633271571939
2011,PRVU,Hyslop,122,4,Banvel 0.2,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,PRVU,Hyslop,123,5,Roundup 0.1,,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2011,PRVU,Hyslop,125,2,No Spray,,22.0,0.4882052633969172,,,15.0,0.3976994150920718
2011,PRVU,Hyslop,126,1,Carrier Control,,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2011,PRVU,Hyslop,127,3,Banvel 0.1,,1.0,0.1001674211615598,,,0.05,0.022362543584366713
2011,PRVU,Hyslop,128,4,Banvel 0.2,,10.0,0.32175055439664224,,,14.0,0.38349700393093333
2011,PRVU,Hyslop,131,6,Roundup 0.2,,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2011,PRVU,Hyslop,132,8,Rdup+Bnvl 0.2,,10.0,0.32175055439664224,,,9.0,0.3046926540153975
2011,PRVU,Hyslop,137,3,Banvel 0.1,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2011,PRVU,Hyslop,143,5,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2011,PRVU,Hyslop,156,7,Rdup+Bnvl 0.1,,4.0,0.20135792079033082,,,1.5,0.12278275875764601
